amplicon	strand	treatment	sample	numerator	denominator	edited
chr2_46183067-46183251	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	299	53428	0.005596316538144793
chr2_46183067-46183251	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	193	32592	0.005921698576337751
chr2_46183067-46183251	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	310	51097	0.006066892381157407
chr2_46183067-46183251	-	untreated	NT-R1_S7	195	34744	0.005612479852636427
chr2_46183067-46183251	-	untreated	NT-R2_S8	238	47148	0.005047934164757784
chr2_46183067-46183251	-	untreated	NT-R3_S9	153	24060	0.006359102244389027
chr2_62677834-62677999	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	74	19392	0.003816006600660066
chr2_62677834-62677999	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	54	12771	0.004228329809725159
chr2_62677834-62677999	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	209	43640	0.004789184234647113
chr2_62677834-62677999	-	untreated	NT-R1_S7	75	14511	0.0051684928674798425
chr2_62677834-62677999	-	untreated	NT-R2_S8	74	19118	0.0038706977717334447
chr2_62677834-62677999	-	untreated	NT-R3_S9	49	10188	0.004809579897919121
chr2_8767938-8768155	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	29	6075	0.004773662551440329
chr2_8767938-8768155	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	57	10792	0.00528169014084507
chr2_8767938-8768155	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	159	28818	0.005517384967728503
chr2_8767938-8768155	+	untreated	NT-R1_S7	67	14156	0.0047329754167844025
chr2_8767938-8768155	+	untreated	NT-R2_S8	56	14434	0.0038797284190106693
chr2_8767938-8768155	+	untreated	NT-R3_S9	30	7109	0.004220002813335209
chr3_135161839-135162011	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	2002	61238	0.032692119272347234
chr3_135161839-135162011	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	1426	41895	0.034037474638978396
chr3_135161839-135162011	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	2333	65596	0.035566193060552476
chr3_135161839-135162011	+	untreated	NT-R1_S7	1565	45810	0.03416284654005675
chr3_135161839-135162011	+	untreated	NT-R2_S8	2010	57630	0.034877667881311816
chr3_135161839-135162011	+	untreated	NT-R3_S9	1095	32037	0.034179230265006084
chr3_138856671-138856838	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	197	51239	0.003844727648861219
chr3_138856671-138856838	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	120	29735	0.004035648225996301
chr3_138856671-138856838	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	231	49295	0.004686073638300031
chr3_138856671-138856838	+	untreated	NT-R1_S7	125	32635	0.003830243603493182
chr3_138856671-138856838	+	untreated	NT-R2_S8	204	48817	0.004178872114222505
chr3_138856671-138856838	+	untreated	NT-R3_S9	126	22404	0.005623995715050884
chr3_51567611-51567789	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	35	9220	0.003796095444685466
chr3_51567611-51567789	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	27	5219	0.005173404866832727
chr3_51567611-51567789	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	91	22662	0.004015532609654929
chr3_51567611-51567789	-	untreated	NT-R1_S7	15	5532	0.0027114967462039045
chr3_51567611-51567789	-	untreated	NT-R2_S8	31	8536	0.0036316776007497657
chr3_51567611-51567789	-	untreated	NT-R3_S9	17	3966	0.004286434694906707
chr3_58000289-58000461	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	67	18778	0.003568005112365534
chr3_58000289-58000461	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	47	12151	0.0038679944037527773
chr3_58000289-58000461	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	186	47598	0.003907727215429219
chr3_58000289-58000461	+	untreated	NT-R1_S7	56	14165	0.003953406283092128
chr3_58000289-58000461	+	untreated	NT-R2_S8	89	20794	0.004280080792536309
chr3_58000289-58000461	+	untreated	NT-R3_S9	44	10041	0.004382033661985858
chr4_41937355-41937562	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	78	12886	0.006053080862952041
chr4_41937355-41937562	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	46	8764	0.005248744865358284
chr4_41937355-41937562	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	55	13069	0.004208432167725151
chr4_41937355-41937562	+	untreated	NT-R1_S7	62	10357	0.0059862894660616004
chr4_41937355-41937562	+	untreated	NT-R2_S8	65	12570	0.005171042163882259
chr4_41937355-41937562	+	untreated	NT-R3_S9	37	8654	0.004275479547030275
chr4_53991751-53991928	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	29	11316	0.0025627430187345353
chr4_53991751-53991928	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	20	5890	0.003395585738539898
chr4_53991751-53991928	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	33	12463	0.00264783759929391
chr4_53991751-53991928	+	untreated	NT-R1_S7	15	6245	0.0024019215372297837
chr4_53991751-53991928	+	untreated	NT-R2_S8	19	9660	0.0019668737060041406
chr4_53991751-53991928	+	untreated	NT-R3_S9	4	4243	9.427292010370022e-4
chr4_57518391-57518626	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	9	5009	0.0017967658215212617
chr4_57518391-57518626	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	12	3133	0.003830194701563996
chr4_57518391-57518626	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	40	13255	0.003017729158807997
chr4_57518391-57518626	-	untreated	NT-R1_S7	15	3517	0.004264998578333807
chr4_57518391-57518626	-	untreated	NT-R2_S8	19	4710	0.0040339702760084925
chr4_57518391-57518626	-	untreated	NT-R3_S9	13	2300	0.005652173913043478
chr4_89348665-89348846	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	149	47371	0.0031453843068544045
chr4_89348665-89348846	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	108	31022	0.003481400296563729
chr4_89348665-89348846	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	191	48034	0.003976350085356206
chr4_89348665-89348846	+	untreated	NT-R1_S7	114	33195	0.0034342521464075914
chr4_89348665-89348846	+	untreated	NT-R2_S8	152	45210	0.0033620880336208804
chr4_89348665-89348846	+	untreated	NT-R3_S9	81	22792	0.003553878553878554
chr5_132669275-132669500	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	152	29488	0.005154639175257732
chr5_132669275-132669500	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	86	18500	0.004648648648648649
chr5_132669275-132669500	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	152	33180	0.004581072935503315
chr5_132669275-132669500	+	untreated	NT-R1_S7	102	21024	0.0048515981735159815
chr5_132669275-132669500	+	untreated	NT-R2_S8	138	27964	0.004934916320984122
chr5_132669275-132669500	+	untreated	NT-R3_S9	65	14566	0.004462446793903611
chr5_133797239-133797427	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	36	9953	0.0036169998995277805
chr5_133797239-133797427	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	36	9879	0.0036440935317339812
chr5_133797239-133797427	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	98	22750	0.0043076923076923075
chr5_133797239-133797427	-	untreated	NT-R1_S7	37	11684	0.0031667237247517974
chr5_133797239-133797427	-	untreated	NT-R2_S8	37	12981	0.0028503196980201834
chr5_133797239-133797427	-	untreated	NT-R3_S9	29	7591	0.003820313529179291
chr5_138539677-138539845	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	31	12639	0.0024527256903236015
chr5_138539677-138539845	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	13	8053	0.0016143052278653918
chr5_138539677-138539845	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	83	38877	0.002134938395452324
chr5_138539677-138539845	-	untreated	NT-R1_S7	19	8785	0.0021627774615822423
chr5_138539677-138539845	-	untreated	NT-R2_S8	37	12640	0.0029272151898734177
chr5_138539677-138539845	-	untreated	NT-R3_S9	11	6288	0.0017493638676844784
chr5_141663730-141663922	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	15	2978	0.005036937541974479
chr5_141663730-141663922	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	3	2206	0.0013599274705349048
chr5_141663730-141663922	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	10	3371	0.0029664787896766538
chr5_141663730-141663922	-	untreated	NT-R1_S7	5	2398	0.002085070892410342
chr5_141663730-141663922	-	untreated	NT-R2_S8	14	2719	0.0051489518205222505
chr5_141663730-141663922	-	untreated	NT-R3_S9	8	1524	0.005249343832020997
chr5_26626507-26626741	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	79	15454	0.0051119451274750875
chr5_26626507-26626741	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	36	8183	0.004399364536233655
chr5_26626507-26626741	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	33	10454	0.0031566864358140425
chr5_26626507-26626741	+	untreated	NT-R1_S7	45	9521	0.004726394286314463
chr5_26626507-26626741	+	untreated	NT-R2_S8	65	13539	0.004800945416943645
chr5_26626507-26626741	+	untreated	NT-R3_S9	28	6620	0.004229607250755287
chr5_52995203-52995396	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	181	47000	0.003851063829787234
chr5_52995203-52995396	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	108	28436	0.003798002532001688
chr5_52995203-52995396	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	126	39171	0.003216665390212147
chr5_52995203-52995396	+	untreated	NT-R1_S7	140	32245	0.004341758412156923
chr5_52995203-52995396	+	untreated	NT-R2_S8	172	44745	0.003844004916750475
chr5_52995203-52995396	+	untreated	NT-R3_S9	62	20921	0.0029635294679986614
chr5_87692274-87692444	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	115	40180	0.0028621204579392734
chr5_87692274-87692444	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	65	23077	0.002816657277809074
chr5_87692274-87692444	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	121	33199	0.00364468809301485
chr5_87692274-87692444	+	untreated	NT-R1_S7	64	25288	0.002530844669408415
chr5_87692274-87692444	+	untreated	NT-R2_S8	112	36209	0.0030931536358363943
chr5_87692274-87692444	+	untreated	NT-R3_S9	50	17199	0.0029071457642886214
chr6_168386807-168386968	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	9	1744	0.005160550458715597
chr6_168386807-168386968	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	7	1523	0.004596191726854892
chr6_168386807-168386968	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	59	11881	0.004965911960272704
chr6_168386807-168386968	-	untreated	NT-R1_S7	8	1498	0.0053404539385847796
chr6_168386807-168386968	-	untreated	NT-R2_S8	14	2106	0.006647673314339981
chr6_168386807-168386968	-	untreated	NT-R3_S9	12	1326	0.00904977375565611
chr7_143079937-143080109	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	36	5784	0.006224066390041493
chr7_143079937-143080109	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	13	3636	0.0035753575357535755
chr7_143079937-143080109	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	91	16838	0.005404442332818625
chr7_143079937-143080109	-	untreated	NT-R1_S7	14	4049	0.003457643862682144
chr7_143079937-143080109	-	untreated	NT-R2_S8	19	4777	0.003977391668411137
chr7_143079937-143080109	-	untreated	NT-R3_S9	11	2693	0.004084663943557371
chr7_158897806-158897987	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	29	5686	0.005100246218782975
chr7_158897806-158897987	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	27	5488	0.004919825072886298
chr7_158897806-158897987	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	80	17038	0.004695386782486207
chr7_158897806-158897987	-	untreated	NT-R1_S7	39	5853	0.006663249615581753
chr7_158897806-158897987	-	untreated	NT-R2_S8	37	6860	0.005393586005830904
chr7_158897806-158897987	-	untreated	NT-R3_S9	19	4284	0.004435107376283847
chr7_32459188-32459357	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	74	14223	0.005202840469661816
chr7_32459188-32459357	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	63	9118	0.0069094099583241935
chr7_32459188-32459357	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	153	29331	0.005216324025774778
chr7_32459188-32459357	-	untreated	NT-R1_S7	57	10492	0.005432710636675562
chr7_32459188-32459357	-	untreated	NT-R2_S8	77	15116	0.005093940195819
chr7_32459188-32459357	-	untreated	NT-R3_S9	31	7355	0.0042148198504418765
chr7_8160433-8160630	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	111	25916	0.004283068374749189
chr7_8160433-8160630	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	102	16905	0.006033717834960071
chr7_8160433-8160630	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	135	27408	0.004925569176882662
chr7_8160433-8160630	+	untreated	NT-R1_S7	87	19797	0.004394605243218669
chr7_8160433-8160630	+	untreated	NT-R2_S8	131	26446	0.00495349013083264
chr7_8160433-8160630	+	untreated	NT-R3_S9	48	13840	0.003468208092485549
chr8_48995772-48995937	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	96	25838	0.0037154578527749827
chr8_48995772-48995937	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	58	15592	0.003719856336582863
chr8_48995772-48995937	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	121	26444	0.004575707154742097
chr8_48995772-48995937	+	untreated	NT-R1_S7	53	17160	0.0030885780885780887
chr8_48995772-48995937	+	untreated	NT-R2_S8	72	24487	0.002940335688324417
chr8_48995772-48995937	+	untreated	NT-R3_S9	47	12423	0.003783305159784271
chr8_49242497-49242667	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	81	13773	0.0058810716619472885
chr8_49242497-49242667	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	54	7968	0.00677710843373494
chr8_49242497-49242667	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	101	12738	0.00792903124509342
chr8_49242497-49242667	-	untreated	NT-R1_S7	52	8932	0.005821764442454098
chr8_49242497-49242667	-	untreated	NT-R2_S8	77	12663	0.006080707573244887
chr8_49242497-49242667	-	untreated	NT-R3_S9	34	6246	0.005443483829650976
chr8_5599740-5599908	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	68	18563	0.0036632009912190918
chr8_5599740-5599908	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	37	12218	0.0030283188737927646
chr8_5599740-5599908	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	106	23503	0.004510062545206995
chr8_5599740-5599908	-	untreated	NT-R1_S7	63	12656	0.00497787610619469
chr8_5599740-5599908	-	untreated	NT-R2_S8	90	18068	0.004981182200575604
chr8_5599740-5599908	-	untreated	NT-R3_S9	49	8650	0.005664739884393063
chrX_111465984-111466148	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	60	13777	0.004355084561225231
chrX_111465984-111466148	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	28	7088	0.0039503386004514675
chrX_111465984-111466148	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	35	9277	0.003772771370054975
chrX_111465984-111466148	-	untreated	NT-R1_S7	23	7162	0.0032113934655124267
chrX_111465984-111466148	-	untreated	NT-R2_S8	45	11495	0.0039147455415398
chrX_111465984-111466148	-	untreated	NT-R3_S9	20	5801	0.0034476814342354768
