amplicon	strand	treatment	sample	numerator	denominator	edited
chr20_29938364-29938551	-	untreated	OT-hR37X-NT-R3_S9	39	12247	0.0031844533355107375
chr20_4679914-4680144	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	756	1373	0.55061908230152945
chr20_4679914-4680144	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	1335	2381	0.5606887862242755
chr20_4679914-4680144	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	672	1973	0.34059807399898634
chr20_4679914-4680144	+	untreated	OT-hR37X-NT-R1_S7	19	2038	0.009322865554465163
chr20_4679914-4680144	+	untreated	OT-hR37X-NT-R2_S8	5	1341	0.0037285607755406414
chr20_4679914-4680144	+	untreated	OT-hR37X-NT-R3_S9	14	1477	0.009478672985781991
chr20_49574726-49574919	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	55	6193	0.008880994671403197
chr20_49574726-49574919	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	62	11110	0.005580558055805581
chr20_49574726-49574919	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	69	8709	0.00792283844299001
chr20_49574726-49574919	+	untreated	OT-hR37X-NT-R1_S7	81	11202	0.00723085163363685
chr20_49574726-49574919	+	untreated	OT-hR37X-NT-R2_S8	79	9382	0.00842037945001066
chr20_49574726-49574919	+	untreated	OT-hR37X-NT-R3_S9	54	7143	0.007559848803023939
chr21_46153848-46154025	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	20	5874	0.0034048348655090228
chr21_46153848-46154025	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	39	9325	0.004182305630026809
chr21_46153848-46154025	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	42	15289	0.002747073059062071
chr21_46153848-46154025	+	untreated	OT-hR37X-NT-R1_S7	38	9569	0.003971156860695997
chr21_46153848-46154025	+	untreated	OT-hR37X-NT-R2_S8	23	8750	0.0026285714285714285
chr21_46153848-46154025	+	untreated	OT-hR37X-NT-R3_S9	26	6950	0.0037410071942446045
chr2_20345637-20345817	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	84	15377	0.005462704038499057
chr2_20345637-20345817	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	139	25799	0.005387805728904221
chr2_20345637-20345817	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	97	18637	0.005204700327305897
chr2_20345637-20345817	+	untreated	OT-hR37X-NT-R1_S7	113	21357	0.005291005291005291
chr2_20345637-20345817	+	untreated	OT-hR37X-NT-R2_S8	108	19988	0.0054032419451671004
chr2_20345637-20345817	+	untreated	OT-hR37X-NT-R3_S9	90	16885	0.005330174711282203
chr2_46183067-46183251	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	108	21738	0.0049682583494341705
chr2_46183067-46183251	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	199	32562	0.006111418217554204
chr2_46183067-46183251	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	153	21367	0.0071605747180231195
chr2_46183067-46183251	-	untreated	OT-hR37X-NT-R1_S7	176	30814	0.005711689491789447
chr2_46183067-46183251	-	untreated	OT-hR37X-NT-R2_S8	146	27781	0.0052553903747165325
chr2_46183067-46183251	-	untreated	OT-hR37X-NT-R3_S9	128	22416	0.005710206995003569
chr2_62677834-62677999	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	45	8113	0.005546653519043511
chr2_62677834-62677999	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	68	12535	0.005424810530514559
chr2_62677834-62677999	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	81	15949	0.005078688319016866
chr2_62677834-62677999	-	untreated	OT-hR37X-NT-R1_S7	54	11577	0.00466442083441306
chr2_62677834-62677999	-	untreated	OT-hR37X-NT-R2_S8	51	10774	0.004733617969185075
chr2_62677834-62677999	-	untreated	OT-hR37X-NT-R3_S9	39	8679	0.004493605254061528
chr2_8767938-8768155	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	33	5398	0.006113375324194146
chr2_8767938-8768155	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	76	14469	0.005252609026193932
chr2_8767938-8768155	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	67	12938	0.00517854382439326
chr2_8767938-8768155	+	untreated	OT-hR37X-NT-R1_S7	51	10750	0.004744186046511628
chr2_8767938-8768155	+	untreated	OT-hR37X-NT-R2_S8	47	7481	0.00628258254244085
chr2_8767938-8768155	+	untreated	OT-hR37X-NT-R3_S9	19	5569	0.003411743580535105
chr3_135161839-135162011	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	67	25330	0.0026450848795894198
chr3_135161839-135162011	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	126	43283	0.0029110736316798743
chr3_135161839-135162011	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	82	24189	0.0033899706478151227
chr3_135161839-135162011	+	untreated	OT-hR37X-NT-R1_S7	121	37825	0.0031989424983476537
chr3_135161839-135162011	+	untreated	OT-hR37X-NT-R2_S8	85	32476	0.0026173174036211357
chr3_135161839-135162011	+	untreated	OT-hR37X-NT-R3_S9	78	27995	0.002786211823539918
chr3_138856671-138856838	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	87	20207	0.004305438709358143
chr3_138856671-138856838	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	132	30878	0.0042748882699656715
chr3_138856671-138856838	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	78	19197	0.004063134864822629
chr3_138856671-138856838	+	untreated	OT-hR37X-NT-R1_S7	104	27105	0.0038369304556354917
chr3_138856671-138856838	+	untreated	OT-hR37X-NT-R2_S8	118	25861	0.004562855264684274
chr3_138856671-138856838	+	untreated	OT-hR37X-NT-R3_S9	88	19934	0.004414568074646333
chr3_51567611-51567789	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	16	3425	0.004671532846715329
chr3_51567611-51567789	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	18	5191	0.003467539973030245
chr3_51567611-51567789	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	36	8077	0.004457100408567538
chr3_51567611-51567789	-	untreated	OT-hR37X-NT-R1_S7	28	4566	0.006132282084975909
chr3_51567611-51567789	-	untreated	OT-hR37X-NT-R2_S8	11	4868	0.0022596548890714873
chr3_51567611-51567789	-	untreated	OT-hR37X-NT-R3_S9	16	3521	0.004544163589889236
chr3_58000289-58000461	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	32	7729	0.0041402510027170394
chr3_58000289-58000461	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	43	11468	0.00374956400418556
chr3_58000289-58000461	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	60	15739	0.0038121862888366477
chr3_58000289-58000461	+	untreated	OT-hR37X-NT-R1_S7	51	11623	0.004387851673406177
chr3_58000289-58000461	+	untreated	OT-hR37X-NT-R2_S8	57	11840	0.0048141891891891895
chr3_58000289-58000461	+	untreated	OT-hR37X-NT-R3_S9	32	8786	0.003642157978602322
chr4_41937355-41937562	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	58	5163	0.011233778810768933
chr4_41937355-41937562	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	101	8537	0.011830853929951974
chr4_41937355-41937562	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	26	4828	0.005385252692626346
chr4_41937355-41937562	+	untreated	OT-hR37X-NT-R1_S7	38	5313	0.007152268021833239
chr4_41937355-41937562	+	untreated	OT-hR37X-NT-R2_S8	18	4033	0.004463178775105381
chr4_41937355-41937562	+	untreated	OT-hR37X-NT-R3_S9	31	4986	0.006217408744484557
chr4_53991751-53991928	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	12	4271	0.002809646452821353
chr4_53991751-53991928	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	8	5511	0.0014516421702050445
chr4_53991751-53991928	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	11	4323	0.002544529262086514
chr4_53991751-53991928	+	untreated	OT-hR37X-NT-R1_S7	10	5315	0.0018814675446848542
chr4_53991751-53991928	+	untreated	OT-hR37X-NT-R2_S8	6	5662	0.0010596962204168139
chr4_53991751-53991928	+	untreated	OT-hR37X-NT-R3_S9	5	3872	0.0012913223140495868
chr4_57518391-57518626	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	5	2054	0.0024342745861733205
chr4_57518391-57518626	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	8	2981	0.0026836632002683663
chr4_57518391-57518626	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	24	4317	0.005559416261292564
chr4_57518391-57518626	-	untreated	OT-hR37X-NT-R1_S7	12	2846	0.004216444132115249
chr4_57518391-57518626	-	untreated	OT-hR37X-NT-R2_S8	16	2687	0.00595459620394492
chr4_57518391-57518626	-	untreated	OT-hR37X-NT-R3_S9	6	1952	0.0030737704918032786
chr4_89348665-89348846	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	76	20005	0.0037990502374406396
chr4_89348665-89348846	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	88	30135	0.0029201924672307947
chr4_89348665-89348846	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	74	19004	0.0038939170700905074
chr4_89348665-89348846	+	untreated	OT-hR37X-NT-R1_S7	89	28189	0.0031572599240838623
chr4_89348665-89348846	+	untreated	OT-hR37X-NT-R2_S8	94	24172	0.0038887969551547243
chr4_89348665-89348846	+	untreated	OT-hR37X-NT-R3_S9	81	20341	0.003982105107910132
chr5_132669275-132669500	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	52	11515	0.004515848892748589
chr5_132669275-132669500	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	79	18066	0.004372855086903576
chr5_132669275-132669500	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	64	11664	0.0054869684499314125
chr5_132669275-132669500	+	untreated	OT-hR37X-NT-R1_S7	81	15710	0.0051559516231699555
chr5_132669275-132669500	+	untreated	OT-hR37X-NT-R2_S8	78	13895	0.005613530046779417
chr5_132669275-132669500	+	untreated	OT-hR37X-NT-R3_S9	56	11514	0.004863644259162758
chr5_133797239-133797427	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	11	4277	0.0025718961889174656
chr5_133797239-133797427	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	53	10549	0.005024172907384586
chr5_133797239-133797427	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	32	8255	0.0038764385221078134
chr5_133797239-133797427	-	untreated	OT-hR37X-NT-R1_S7	29	9801	0.0029588817467605345
chr5_133797239-133797427	-	untreated	OT-hR37X-NT-R2_S8	44	7322	0.006009287080032778
chr5_133797239-133797427	-	untreated	OT-hR37X-NT-R3_S9	21	6529	0.0032164190534538215
chr5_138539677-138539845	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	15	4935	0.00303951367781155
chr5_138539677-138539845	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	18	7989	0.0022530980097634247
chr5_138539677-138539845	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	37	14693	0.0025182059484108077
chr5_138539677-138539845	-	untreated	OT-hR37X-NT-R1_S7	18	7556	0.002382212811011117
chr5_138539677-138539845	-	untreated	OT-hR37X-NT-R2_S8	18	7073	0.0025448890145624205
chr5_138539677-138539845	-	untreated	OT-hR37X-NT-R3_S9	13	5672	0.0022919605077574047
chr5_141663730-141663922	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	4	1097	0.0036463081130355514
chr5_141663730-141663922	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	5	1728	0.0028935185185185184
chr5_141663730-141663922	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	4	1168	0.003424657534246575
chr5_141663730-141663922	-	untreated	OT-hR37X-NT-R1_S7	5	1762	0.0028376844494892167
chr5_141663730-141663922	-	untreated	OT-hR37X-NT-R2_S8	5	1266	0.0039494470774091624
chr5_141663730-141663922	-	untreated	OT-hR37X-NT-R3_S9	2	1104	0.0018115942028985507
chr5_26626507-26626741	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	38	6797	0.005590701780197146
chr5_26626507-26626741	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	28	8852	0.0031631269769543608
chr5_26626507-26626741	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	18	3537	0.005089058524173028
chr5_26626507-26626741	+	untreated	OT-hR37X-NT-R1_S7	39	8269	0.004716410690530899
chr5_26626507-26626741	+	untreated	OT-hR37X-NT-R2_S8	35	8338	0.004197649316382826
chr5_26626507-26626741	+	untreated	OT-hR37X-NT-R3_S9	27	6133	0.004402413174629056
chr5_52995203-52995396	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	68	18550	0.003665768194070081
chr5_52995203-52995396	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	121	26593	0.0045500695671793325
chr5_52995203-52995396	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	49	14599	0.0033563942735803823
chr5_52995203-52995396	+	untreated	OT-hR37X-NT-R1_S7	111	28732	0.003863288319643603
chr5_52995203-52995396	+	untreated	OT-hR37X-NT-R2_S8	96	27385	0.0035055687420120505
chr5_52995203-52995396	+	untreated	OT-hR37X-NT-R3_S9	74	19253	0.0038435568482833842
chr5_87692274-87692444	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	37	15783	0.0023442944940759046
chr5_87692274-87692444	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	61	24163	0.0025245209618011007
chr5_87692274-87692444	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	52	13197	0.0039402894597256955
chr5_87692274-87692444	+	untreated	OT-hR37X-NT-R1_S7	60	22072	0.0027183762232693004
chr5_87692274-87692444	+	untreated	OT-hR37X-NT-R2_S8	58	21794	0.0026612829219051113
chr5_87692274-87692444	+	untreated	OT-hR37X-NT-R3_S9	49	15933	0.003075378145986318
chr6_168386807-168386968	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	2	789	0.0025348542458808617
chr6_168386807-168386968	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	10	1320	0.007575757575757576
chr6_168386807-168386968	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	18	3349	0.005374738727978501
chr6_168386807-168386968	-	untreated	OT-hR37X-NT-R1_S7	9	1051	0.008563273073263558
chr6_168386807-168386968	-	untreated	OT-hR37X-NT-R2_S8	10	1049	0.009532888465204958
chr6_168386807-168386968	-	untreated	OT-hR37X-NT-R3_S9	5	981	0.0050968399592252805
chr7_143079937-143080109	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	5	2327	0.0021486892995272885
chr7_143079937-143080109	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	24	3433	0.006990969997087096
chr7_143079937-143080109	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	23	4499	0.005112247166036897
chr7_143079937-143080109	-	untreated	OT-hR37X-NT-R1_S7	10	3065	0.0032626427406199023
chr7_143079937-143080109	-	untreated	OT-hR37X-NT-R2_S8	9	2453	0.0036689767631471666
chr7_143079937-143080109	-	untreated	OT-hR37X-NT-R3_S9	10	2123	0.004710315591144607
chr7_158897806-158897987	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	12	2592	0.004629629629629629
chr7_158897806-158897987	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	29	5183	0.0055952151263746865
chr7_158897806-158897987	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	25	5499	0.004546281142025823
chr7_158897806-158897987	-	untreated	OT-hR37X-NT-R1_S7	14	4447	0.0031481897908702495
chr7_158897806-158897987	-	untreated	OT-hR37X-NT-R2_S8	19	3527	0.005387014459880919
chr7_158897806-158897987	-	untreated	OT-hR37X-NT-R3_S9	12	3349	0.0035831591519856674
chr7_32459188-32459357	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	26	5775	0.004502164502164502
chr7_32459188-32459357	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	45	8547	0.005265005265005265
chr7_32459188-32459357	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	44	10245	0.00429477794045876
chr7_32459188-32459357	-	untreated	OT-hR37X-NT-R1_S7	32	8516	0.0037576326914044154
chr7_32459188-32459357	-	untreated	OT-hR37X-NT-R2_S8	52	8450	0.006153846153846154
chr7_32459188-32459357	-	untreated	OT-hR37X-NT-R3_S9	21	6310	0.0033280507131537244
chr7_8160433-8160630	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	478	11637	0.041075878662885625
chr7_8160433-8160630	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	754	19678	0.038316902124199616
chr7_8160433-8160630	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	483	11706	0.041260891850333166
chr7_8160433-8160630	+	untreated	OT-hR37X-NT-R1_S7	533	15655	0.03404663046949856
chr7_8160433-8160630	+	untreated	OT-hR37X-NT-R2_S8	617	13900	0.04438848920863309
chr7_8160433-8160630	+	untreated	OT-hR37X-NT-R3_S9	394	11492	0.0342847198050818
chr8_48995772-48995937	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	50	10933	0.00457331016189518
chr8_48995772-48995937	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	49	16068	0.0030495394573064475
chr8_48995772-48995937	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	46	11048	0.004163649529326575
chr8_48995772-48995937	+	untreated	OT-hR37X-NT-R1_S7	53	14492	0.0036571901738890423
chr8_48995772-48995937	+	untreated	OT-hR37X-NT-R2_S8	55	14511	0.0037902281028185515
chr8_48995772-48995937	+	untreated	OT-hR37X-NT-R3_S9	37	11147	0.003319278729703059
chr8_49242497-49242667	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	59	6189	0.009533042494748747
chr8_49242497-49242667	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	56	8801	0.006362913305306216
chr8_49242497-49242667	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	27	5348	0.005048616305160808
chr8_49242497-49242667	-	untreated	OT-hR37X-NT-R1_S7	54	8449	0.00639128890993017
chr8_49242497-49242667	-	untreated	OT-hR37X-NT-R2_S8	44	8306	0.005297375391283409
chr8_49242497-49242667	-	untreated	OT-hR37X-NT-R3_S9	38	6135	0.006193969030154849
chr8_5599740-5599908	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	28	7464	0.0037513397642015005
chr8_5599740-5599908	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	56	11610	0.0048234280792420325
chr8_5599740-5599908	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	30	7909	0.0037931470476672145
chr8_5599740-5599908	-	untreated	OT-hR37X-NT-R1_S7	53	10194	0.005199136747106141
chr8_5599740-5599908	-	untreated	OT-hR37X-NT-R2_S8	40	9617	0.004159301237392118
chr8_5599740-5599908	-	untreated	OT-hR37X-NT-R3_S9	30	7291	0.004114661911946235
chrX_111465984-111466148	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	19	5212	0.0036454336147352263
chrX_111465984-111466148	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	30	7097	0.004227138227420037
chrX_111465984-111466148	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	11	3754	0.002930207778369739
chrX_111465984-111466148	-	untreated	OT-hR37X-NT-R1_S7	25	6134	0.0040756439517443755
chrX_111465984-111466148	-	untreated	OT-hR37X-NT-R2_S8	20	6600	0.0030303030303030303
chrX_111465984-111466148	-	untreated	OT-hR37X-NT-R3_S9	23	5107	0.0045036224789504605
