amplicon	strand	treatment	sample	numerator	denominator	edited
chr13_114845677-114845838	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	241	54967	0.004384448851128859
chr13_114845677-114845838	-	untreated	NT_35dpi_112448_id3_S2	206	47866	0.00430368110976476
chr13_114845677-114845838	-	untreated	NT_35dpi_112453_id3_S1	240	53587	0.004478698191725605
chr13_114845677-114845838	-	untreated	NT_35dpi_114199_id2_S3	231	47104	0.004904042119565217
chr13_114845677-114845838	-	untreated	NT_35dpi_114205_id1_S4	216	45860	0.004709986916703009
chr13_114845677-114845838	-	untreated	NT_35dpi_114205_id4_S5	215	48860	0.004400327466230045
chr13_114845677-114845838	-	untreated	NT_35dpi_114206_id1_S6	231	50421	0.004581424406497293
chr13_19925284-19925460	-	BE39max	BE39max_35dpi_114200_id2_S7	312	62179	0.005017771273259461
chr13_19925284-19925460	-	BE39max	BE39max_35dpi_114202_id2_S9	246	52681	0.004669615231297811
chr13_19925284-19925460	-	BE39max	BE39max_35dpi_114202_id4_S10	281	55412	0.005071103732043601
chr13_19925284-19925460	-	BE39max	BE39max_35dpi_114203_id2_S11	212	48595	0.004362588743697911
chr13_19925284-19925460	-	BE39max	BE39max_35dpi_114203_id3_S12	221	50515	0.0043749381371869745
chr13_19925284-19925460	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	293	64745	0.0045254459803845855
chr13_19925284-19925460	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	286	62995	0.0045400428605444874
chr13_19925284-19925460	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	305	63484	0.004804360153739525
chr13_19925284-19925460	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	304	58217	0.0052218424171633715
chr13_19925284-19925460	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	317	55205	0.005742233493342994
chr13_19925284-19925460	-	untreated	NT_35dpi_112448_id3_S2	253	52324	0.004835257243330021
chr13_19925284-19925460	-	untreated	NT_35dpi_112453_id3_S1	285	57516	0.004955142916753599
chr13_19925284-19925460	-	untreated	NT_35dpi_114199_id2_S3	247	49045	0.0050361912529309815
chr13_19925284-19925460	-	untreated	NT_35dpi_114205_id1_S4	247	45937	0.005376929272699567
chr13_19925284-19925460	-	untreated	NT_35dpi_114205_id4_S5	221	50715	0.004357685103026718
chr13_19925284-19925460	-	untreated	NT_35dpi_114206_id1_S6	189	49995	0.0037803780378037805
chr13_49075601-49075797	-	BE39max	BE39max_35dpi_114200_id2_S7	405	89868	0.004506609694218186
chr13_49075601-49075797	-	BE39max	BE39max_35dpi_114202_id2_S9	393	87175	0.004508173214797821
chr13_49075601-49075797	-	BE39max	BE39max_35dpi_114202_id4_S10	432	91713	0.004710346406725328
chr13_49075601-49075797	-	BE39max	BE39max_35dpi_114203_id2_S11	361	83197	0.00433909876558049
chr13_49075601-49075797	-	BE39max	BE39max_35dpi_114203_id3_S12	373	90238	0.004133513597375829
chr13_49075601-49075797	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	359	80831	0.00444136531776175
chr13_49075601-49075797	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	303	72443	0.00418259873279682
chr13_49075601-49075797	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	349	78851	0.004426069422074546
chr13_49075601-49075797	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	359	83259	0.004311846166780768
chr13_49075601-49075797	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	332	73734	0.0045026717660780645
chr13_49075601-49075797	-	untreated	NT_35dpi_112448_id3_S2	290	62347	0.00465138659438305
chr13_49075601-49075797	-	untreated	NT_35dpi_112453_id3_S1	326	71078	0.004586510593995329
chr13_49075601-49075797	-	untreated	NT_35dpi_114199_id2_S3	283	69292	0.004084165560237834
chr13_49075601-49075797	-	untreated	NT_35dpi_114205_id1_S4	400	77990	0.005128862674701885
chr13_49075601-49075797	-	untreated	NT_35dpi_114205_id4_S5	393	89177	0.004406965921706269
chr13_49075601-49075797	-	untreated	NT_35dpi_114206_id1_S6	395	86138	0.0045856648633587965
chr13_57485880-57486118	-	BE39max	BE39max_35dpi_114200_id2_S7	653	68461	0.009538277267349293
chr13_57485880-57486118	-	BE39max	BE39max_35dpi_114202_id2_S9	669	72599	0.009215002961473298
chr13_57485880-57486118	-	BE39max	BE39max_35dpi_114202_id4_S10	652	70432	0.009257155838255338
chr13_57485880-57486118	-	BE39max	BE39max_35dpi_114203_id2_S11	655	68541	0.009556323952087073
chr13_57485880-57486118	-	BE39max	BE39max_35dpi_114203_id3_S12	650	65099	0.009984792393124319
chr13_57485880-57486118	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	749	81150	0.009229821318545902
chr13_57485880-57486118	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	647	70397	0.00919073255962612
chr13_57485880-57486118	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	623	72470	0.008596660687180903
chr13_57485880-57486118	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	665	76816	0.008657050614455321
chr13_57485880-57486118	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	625	70478	0.00886801555095207
chr13_57485880-57486118	-	untreated	NT_35dpi_112448_id3_S2	555	59932	0.009260495227924982
chr13_57485880-57486118	-	untreated	NT_35dpi_112453_id3_S1	618	65073	0.0094970264164861
chr13_57485880-57486118	-	untreated	NT_35dpi_114199_id2_S3	547	62166	0.008799021973425988
chr13_57485880-57486118	-	untreated	NT_35dpi_114205_id1_S4	634	70046	0.009051194929046626
chr13_57485880-57486118	-	untreated	NT_35dpi_114205_id4_S5	653	69876	0.009345125651153472
chr13_57485880-57486118	-	untreated	NT_35dpi_114206_id1_S6	633	68422	0.009251410365087252
chr14_121266229-121266428	+	BE39max	BE39max_35dpi_114200_id2_S7	345	84497	0.004082985194740642
chr14_121266229-121266428	+	BE39max	BE39max_35dpi_114202_id2_S9	380	82060	0.004630757981964416
chr14_121266229-121266428	+	BE39max	BE39max_35dpi_114202_id4_S10	375	80043	0.00468498182227053
chr14_121266229-121266428	+	BE39max	BE39max_35dpi_114203_id2_S11	407	79843	0.005097503851308192
chr14_121266229-121266428	+	BE39max	BE39max_35dpi_114203_id3_S12	387	84283	0.004591673291173784
chr14_121266229-121266428	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	438	88610	0.004943008689764135
chr14_121266229-121266428	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	352	74260	0.004740102343118772
chr14_121266229-121266428	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	368	82574	0.004456608617724707
chr14_121266229-121266428	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	423	86464	0.004892209474463361
chr14_121266229-121266428	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	409	81711	0.005005446023179254
chr14_121266229-121266428	+	untreated	NT_35dpi_112448_id3_S2	308	60605	0.00508208893655639
chr14_121266229-121266428	+	untreated	NT_35dpi_112453_id3_S1	385	75619	0.0050913130297941
chr14_121266229-121266428	+	untreated	NT_35dpi_114199_id2_S3	316	69052	0.0045762613682442214
chr14_121266229-121266428	+	untreated	NT_35dpi_114205_id1_S4	356	77894	0.004570313502965569
chr14_121266229-121266428	+	untreated	NT_35dpi_114205_id4_S5	388	81053	0.0047869912279619505
chr14_121266229-121266428	+	untreated	NT_35dpi_114206_id1_S6	414	87572	0.004727538482620016
chr14_30163835-30164015	+	BE39max	BE39max_35dpi_114200_id2_S7	263	44216	0.005948073095711959
chr14_30163835-30164015	+	BE39max	BE39max_35dpi_114202_id2_S9	278	48437	0.005739414084274418
chr14_30163835-30164015	+	BE39max	BE39max_35dpi_114202_id4_S10	224	46645	0.004802229606603065
chr14_30163835-30164015	+	BE39max	BE39max_35dpi_114203_id2_S11	291	46164	0.006303613205094879
chr14_30163835-30164015	+	BE39max	BE39max_35dpi_114203_id3_S12	209	41231	0.0050690014794693315
chr14_30163835-30164015	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	2256	52627	0.042867729492465846
chr14_30163835-30164015	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	1856	50655	0.036640015793110256
chr14_30163835-30164015	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	1612	51621	0.031227601170066444
chr14_30163835-30164015	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	1109	51817	0.021402242507285254
chr14_30163835-30164015	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	912	43921	0.0207645545411079
chr14_30163835-30164015	+	untreated	NT_35dpi_112448_id3_S2	182	39267	0.004634935187307408
chr14_30163835-30164015	+	untreated	NT_35dpi_112453_id3_S1	193	43467	0.004440149998849702
chr14_30163835-30164015	+	untreated	NT_35dpi_114199_id2_S3	236	41027	0.005752309454749312
chr14_30163835-30164015	+	untreated	NT_35dpi_114205_id1_S4	209	43232	0.004834381939304219
chr14_30163835-30164015	+	untreated	NT_35dpi_114205_id4_S5	237	46865	0.005057078843486611
chr14_30163835-30164015	+	untreated	NT_35dpi_114206_id1_S6	188	43530	0.004318860555938433
chr14_66727709-66727933	-	BE39max	BE39max_35dpi_114200_id2_S7	759	84597	0.008971949359906379
chr14_66727709-66727933	-	BE39max	BE39max_35dpi_114202_id2_S9	850	85739	0.00991380818530657
chr14_66727709-66727933	-	BE39max	BE39max_35dpi_114202_id4_S10	776	82162	0.009444755483070033
chr14_66727709-66727933	-	BE39max	BE39max_35dpi_114203_id2_S11	740	78537	0.009422310503329642
chr14_66727709-66727933	-	BE39max	BE39max_35dpi_114203_id3_S12	669	73865	0.009057063561903472
chr14_66727709-66727933	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	883	99829	0.008845125164030493
chr14_66727709-66727933	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	861	96738	0.00890032872294238
chr14_66727709-66727933	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	786	91826	0.008559667196654542
chr14_66727709-66727933	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	926	95314	0.009715256940218646
chr14_66727709-66727933	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	760	83035	0.009152766905521768
chr14_66727709-66727933	-	untreated	NT_35dpi_112448_id3_S2	710	76346	0.009299766850915568
chr14_66727709-66727933	-	untreated	NT_35dpi_112453_id3_S1	750	81992	0.009147233876475754
chr14_66727709-66727933	-	untreated	NT_35dpi_114199_id2_S3	736	76845	0.009577721387208016
chr14_66727709-66727933	-	untreated	NT_35dpi_114205_id1_S4	660	68913	0.009577293108702277
chr14_66727709-66727933	-	untreated	NT_35dpi_114205_id4_S5	797	85387	0.00933397355569349
chr14_66727709-66727933	-	untreated	NT_35dpi_114206_id1_S6	675	74345	0.009079292487726142
chr15_102144498-102144674	-	BE39max	BE39max_35dpi_114200_id2_S7	18	4584	0.003926701570680628
chr15_102144498-102144674	-	BE39max	BE39max_35dpi_114202_id2_S9	39	5036	0.007744241461477363
chr15_102144498-102144674	-	BE39max	BE39max_35dpi_114202_id4_S10	41	5218	0.007857416634725948
chr15_102144498-102144674	-	BE39max	BE39max_35dpi_114203_id2_S11	27	4593	0.005878510777269758
chr15_102144498-102144674	-	BE39max	BE39max_35dpi_114203_id3_S12	32	5807	0.005510590666437058
chr15_102144498-102144674	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	37	5710	0.006479859894921191
chr15_102144498-102144674	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	34	5861	0.005801057839959051
chr15_102144498-102144674	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	33	6521	0.005060573531666922
chr15_102144498-102144674	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	39	5630	0.0069271758436944934
chr15_102144498-102144674	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	33	5306	0.006219374293252921
chr15_102144498-102144674	-	untreated	NT_35dpi_112448_id3_S2	30	4203	0.007137758743754461
chr15_102144498-102144674	-	untreated	NT_35dpi_112453_id3_S1	28	5091	0.005499901787468081
chr15_102144498-102144674	-	untreated	NT_35dpi_114199_id2_S3	33	5041	0.006546320174568538
chr15_102144498-102144674	-	untreated	NT_35dpi_114205_id1_S4	52	5151	0.010095127159774802
chr15_102144498-102144674	-	untreated	NT_35dpi_114205_id4_S5	26	6043	0.004302498758894589
chr15_102144498-102144674	-	untreated	NT_35dpi_114206_id1_S6	40	5985	0.006683375104427736
chr15_12232312-12232478	+	BE39max	BE39max_35dpi_114200_id2_S7	151	31586	0.004780598999556766
chr15_12232312-12232478	+	BE39max	BE39max_35dpi_114202_id2_S9	129	28093	0.004591891218452995
chr15_12232312-12232478	+	BE39max	BE39max_35dpi_114202_id4_S10	135	27866	0.004844613507500179
chr15_12232312-12232478	+	BE39max	BE39max_35dpi_114203_id2_S11	121	24275	0.004984552008238929
chr15_12232312-12232478	+	BE39max	BE39max_35dpi_114203_id3_S12	113	28952	0.003903011881735286
chr15_12232312-12232478	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	173	35744	0.0048399731423455685
chr15_12232312-12232478	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	140	34759	0.004027733824333266
chr15_12232312-12232478	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	159	36731	0.004328768615066292
chr15_12232312-12232478	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	157	33178	0.004732051359334499
chr15_12232312-12232478	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	144	32466	0.004435409351321382
chr15_12232312-12232478	+	untreated	NT_35dpi_112448_id3_S2	114	25122	0.004537855266300453
chr15_12232312-12232478	+	untreated	NT_35dpi_112453_id3_S1	108	29262	0.0036907935206069303
chr15_12232312-12232478	+	untreated	NT_35dpi_114199_id2_S3	125	27249	0.0045873243054791
chr15_12232312-12232478	+	untreated	NT_35dpi_114205_id1_S4	135	26763	0.005044277547360161
chr15_12232312-12232478	+	untreated	NT_35dpi_114205_id4_S5	125	32280	0.003872366790582404
chr15_12232312-12232478	+	untreated	NT_35dpi_114206_id1_S6	133	32447	0.004098992202668968
chr15_18445087-18445268	+	BE39max	BE39max_35dpi_114200_id2_S7	231	13006	0.01776103336921421
chr15_18445087-18445268	+	BE39max	BE39max_35dpi_114202_id2_S9	364	17922	0.020310233232898114
chr15_18445087-18445268	+	BE39max	BE39max_35dpi_114202_id4_S10	338	16765	0.020161049806143753
chr15_18445087-18445268	+	BE39max	BE39max_35dpi_114203_id2_S11	364	16812	0.021651201522721864
chr15_18445087-18445268	+	BE39max	BE39max_35dpi_114203_id3_S12	299	14037	0.02130084775949277
chr15_18445087-18445268	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	539	22074	0.02441786717405092
chr15_18445087-18445268	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	896	24752	0.03619909502262444
chr15_18445087-18445268	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	573	23230	0.024666379681446405
chr15_18445087-18445268	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	508	21844	0.023255813953488372
chr15_18445087-18445268	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	401	16157	0.02481896391656867
chr15_18445087-18445268	+	untreated	NT_35dpi_112448_id3_S2	550	18256	0.030127081507449607
chr15_18445087-18445268	+	untreated	NT_35dpi_112453_id3_S1	398	16751	0.023759775535788907
chr15_18445087-18445268	+	untreated	NT_35dpi_114199_id2_S3	525	17881	0.02936077400592808
chr15_18445087-18445268	+	untreated	NT_35dpi_114205_id1_S4	379	15999	0.02368898056128508
chr15_18445087-18445268	+	untreated	NT_35dpi_114205_id4_S5	379	17406	0.021774100884752384
chr15_18445087-18445268	+	untreated	NT_35dpi_114206_id1_S6	359	15128	0.023730830248545744
chr15_31592214-31592380	+	BE39max	BE39max_35dpi_114200_id2_S7	166	33560	0.004946364719904648
chr15_31592214-31592380	+	BE39max	BE39max_35dpi_114202_id2_S9	172	37840	0.004545454545454545
chr15_31592214-31592380	+	BE39max	BE39max_35dpi_114202_id4_S10	196	37178	0.005271935015331648
chr15_31592214-31592380	+	BE39max	BE39max_35dpi_114203_id2_S11	198	37108	0.005335776651934893
chr15_31592214-31592380	+	BE39max	BE39max_35dpi_114203_id3_S12	155	29714	0.005216396311502995
chr15_31592214-31592380	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	231	38910	0.005936777178103315
chr15_31592214-31592380	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	177	33059	0.005354063946277867
chr15_31592214-31592380	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	200	38426	0.005204809243741217
chr15_31592214-31592380	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	202	37799	0.0053440567210772776
chr15_31592214-31592380	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	182	31367	0.005802276277616604
chr15_31592214-31592380	+	untreated	NT_35dpi_112448_id3_S2	144	26365	0.00546178645932107
chr15_31592214-31592380	+	untreated	NT_35dpi_112453_id3_S1	165	29399	0.005612435797135957
chr15_31592214-31592380	+	untreated	NT_35dpi_114199_id2_S3	170	29980	0.005670446964643095
chr15_31592214-31592380	+	untreated	NT_35dpi_114205_id1_S4	181	34815	0.0051989085164440615
chr15_31592214-31592380	+	untreated	NT_35dpi_114205_id4_S5	180	33088	0.005440038684719536
chr15_31592214-31592380	+	untreated	NT_35dpi_114206_id1_S6	179	34261	0.005224599398733254
chr15_96911609-96911784	+	BE39max	BE39max_35dpi_114200_id2_S7	14	2000	0.007
chr15_96911609-96911784	+	BE39max	BE39max_35dpi_114202_id2_S9	10	1604	0.006234413965087282
chr15_96911609-96911784	+	BE39max	BE39max_35dpi_114202_id4_S10	4	1444	0.002770083102493075
chr15_96911609-96911784	+	BE39max	BE39max_35dpi_114203_id2_S11	4	1546	0.00258732212160414
chr15_96911609-96911784	+	BE39max	BE39max_35dpi_114203_id3_S12	14	1980	0.007070707070707071
chr15_96911609-96911784	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	12	2750	0.004363636363636364
chr15_96911609-96911784	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	30	5861	0.0051185804470226925
chr15_96911609-96911784	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	39	4208	0.0092680608365019
chr15_96911609-96911784	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	25	3003	0.008325008325008326
chr15_96911609-96911784	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	21	3140	0.006687898089171975
chr15_96911609-96911784	+	untreated	NT_35dpi_112448_id3_S2	38	4602	0.008257279443720122
chr15_96911609-96911784	+	untreated	NT_35dpi_112453_id3_S1	35	4547	0.007697382889817462
chr15_96911609-96911784	+	untreated	NT_35dpi_114199_id2_S3	24	4093	0.005863669679941363
chr15_96911609-96911784	+	untreated	NT_35dpi_114205_id1_S4	5	1291	0.0038729666924864447
chr15_96911609-96911784	+	untreated	NT_35dpi_114205_id4_S5	20	2438	0.008203445447087777
chr15_96911609-96911784	+	untreated	NT_35dpi_114206_id1_S6	8	1606	0.0049813200498132005
chr16_10865109-10865273	-	BE39max	BE39max_35dpi_114200_id2_S7	24	4454	0.005388414907947912
chr16_10865109-10865273	-	BE39max	BE39max_35dpi_114202_id2_S9	26	5183	0.005016399768473857
chr16_10865109-10865273	-	BE39max	BE39max_35dpi_114202_id4_S10	25	5338	0.004683402023229674
chr16_10865109-10865273	-	BE39max	BE39max_35dpi_114203_id2_S11	33	5097	0.006474396703943496
chr16_10865109-10865273	-	BE39max	BE39max_35dpi_114203_id3_S12	34	6975	0.004874551971326165
chr16_10865109-10865273	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	38	5958	0.006377979187646861
chr16_10865109-10865273	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	31	5972	0.005190890823844608
chr16_10865109-10865273	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	39	6299	0.006191458961739959
chr16_10865109-10865273	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	19	5708	0.0033286615276804485
chr16_10865109-10865273	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	38	6013	0.006319640778313654
chr16_10865109-10865273	-	untreated	NT_35dpi_112448_id3_S2	14	4226	0.003312825366777094
chr16_10865109-10865273	-	untreated	NT_35dpi_112453_id3_S1	32	5463	0.005857587406187077
chr16_10865109-10865273	-	untreated	NT_35dpi_114199_id2_S3	43	5168	0.008320433436532508
chr16_10865109-10865273	-	untreated	NT_35dpi_114205_id1_S4	30	5220	0.005747126436781609
chr16_10865109-10865273	-	untreated	NT_35dpi_114205_id4_S5	35	5872	0.005960490463215259
chr16_10865109-10865273	-	untreated	NT_35dpi_114206_id1_S6	42	6533	0.0064288994336445734
chr16_38605005-38605248	-	BE39max	BE39max_35dpi_114200_id2_S7	556	58996	0.009424367753746016
chr16_38605005-38605248	-	BE39max	BE39max_35dpi_114202_id2_S9	547	61724	0.008862030976605534
chr16_38605005-38605248	-	BE39max	BE39max_35dpi_114202_id4_S10	562	60696	0.009259259259259259
chr16_38605005-38605248	-	BE39max	BE39max_35dpi_114203_id2_S11	542	57888	0.009362907683803207
chr16_38605005-38605248	-	BE39max	BE39max_35dpi_114203_id3_S12	504	53387	0.009440500496375522
chr16_38605005-38605248	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	561	64144	0.008745946620104764
chr16_38605005-38605248	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	503	54959	0.009152277152058807
chr16_38605005-38605248	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	537	57939	0.00926836845648009
chr16_38605005-38605248	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	570	63808	0.008933049147442328
chr16_38605005-38605248	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	458	52796	0.008674899613607092
chr16_38605005-38605248	-	untreated	NT_35dpi_112448_id3_S2	449	47587	0.009435349990543636
chr16_38605005-38605248	-	untreated	NT_35dpi_112453_id3_S1	488	53574	0.00910889610632023
chr16_38605005-38605248	-	untreated	NT_35dpi_114199_id2_S3	493	51805	0.00951645594054628
chr16_38605005-38605248	-	untreated	NT_35dpi_114205_id1_S4	530	56173	0.009435137877628041
chr16_38605005-38605248	-	untreated	NT_35dpi_114205_id4_S5	501	59455	0.008426541081490203
chr16_38605005-38605248	-	untreated	NT_35dpi_114206_id1_S6	549	55291	0.009929283246821363
chr16_94493928-94494090	-	BE39max	BE39max_35dpi_114200_id2_S7	124	25787	0.0048086245007174155
chr16_94493928-94494090	-	BE39max	BE39max_35dpi_114202_id2_S9	152	28229	0.005384533635622941
chr16_94493928-94494090	-	BE39max	BE39max_35dpi_114202_id4_S10	169	28228	0.005986963298852203
chr16_94493928-94494090	-	BE39max	BE39max_35dpi_114203_id2_S11	120	25848	0.004642525533890436
chr16_94493928-94494090	-	BE39max	BE39max_35dpi_114203_id3_S12	104	23599	0.004406966396881224
chr16_94493928-94494090	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	130	31915	0.004073319755600814
chr16_94493928-94494090	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	173	32127	0.005384878762411679
chr16_94493928-94494090	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	169	33592	0.005030959752321981
chr16_94493928-94494090	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	166	31500	0.00526984126984127
chr16_94493928-94494090	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	145	26873	0.005395750381423734
chr16_94493928-94494090	-	untreated	NT_35dpi_112448_id3_S2	122	24367	0.005006771453194895
chr16_94493928-94494090	-	untreated	NT_35dpi_112453_id3_S1	118	25434	0.004639458991900606
chr16_94493928-94494090	-	untreated	NT_35dpi_114199_id2_S3	105	24433	0.004297466541153358
chr16_94493928-94494090	-	untreated	NT_35dpi_114205_id1_S4	140	25676	0.0054525627044711015
chr16_94493928-94494090	-	untreated	NT_35dpi_114205_id4_S5	155	27255	0.0056870299027701335
chr16_94493928-94494090	-	untreated	NT_35dpi_114206_id1_S6	122	25267	0.004828432342581232
chr17_22031830-22032058	-	BE39max	BE39max_35dpi_114200_id2_S7	4805	65799	0.07302542591832703
chr17_22031830-22032058	-	BE39max	BE39max_35dpi_114202_id2_S9	5663	59006	0.09597329085177779
chr17_22031830-22032058	-	BE39max	BE39max_35dpi_114202_id4_S10	5243	57207	0.09164962329784816
chr17_22031830-22032058	-	BE39max	BE39max_35dpi_114203_id2_S11	4884	45466	0.10742092992565873
chr17_22031830-22032058	-	BE39max	BE39max_35dpi_114203_id3_S12	6424	62958	0.10203627815368976
chr17_22031830-22032058	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	5945	59244	0.10034771453649315
chr17_22031830-22032058	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	6678	57526	0.11608663908493551
chr17_22031830-22032058	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	6141	57344	0.10709054129464286
chr17_22031830-22032058	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	6805	67721	0.10048581680719422
chr17_22031830-22032058	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	4489	46449	0.09664363064866843
chr17_22031830-22032058	-	untreated	NT_35dpi_112448_id3_S2	5942	54954	0.10812679695745532
chr17_22031830-22032058	-	untreated	NT_35dpi_112453_id3_S1	5014	48365	0.10367000930424894
chr17_22031830-22032058	-	untreated	NT_35dpi_114199_id2_S3	5755	50182	0.11468255549798732
chr17_22031830-22032058	-	untreated	NT_35dpi_114205_id1_S4	5740	53155	0.10798607844981657
chr17_22031830-22032058	-	untreated	NT_35dpi_114205_id4_S5	6830	67530	0.10114023397008737
chr17_22031830-22032058	-	untreated	NT_35dpi_114206_id1_S6	5365	51901	0.10336987726633398
chr17_26188237-26188450	+	BE39max	BE39max_35dpi_114200_id2_S7	616	120909	0.005094740672737348
chr17_26188237-26188450	+	BE39max	BE39max_35dpi_114202_id2_S9	579	120798	0.004793125714001888
chr17_26188237-26188450	+	BE39max	BE39max_35dpi_114202_id4_S10	615	120637	0.005097938443429462
chr17_26188237-26188450	+	BE39max	BE39max_35dpi_114203_id2_S11	588	112070	0.005246720799500312
chr17_26188237-26188450	+	BE39max	BE39max_35dpi_114203_id3_S12	557	114772	0.0048531000592479
chr17_26188237-26188450	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	721	129869	0.005551748300210212
chr17_26188237-26188450	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	590	115809	0.005094595411410167
chr17_26188237-26188450	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	566	119863	0.004722057682520878
chr17_26188237-26188450	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	627	123727	0.005067608525220849
chr17_26188237-26188450	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	609	117986	0.005161629345854593
chr17_26188237-26188450	+	untreated	NT_35dpi_112448_id3_S2	477	94522	0.005046444214045407
chr17_26188237-26188450	+	untreated	NT_35dpi_112453_id3_S1	638	116963	0.005454716448791498
chr17_26188237-26188450	+	untreated	NT_35dpi_114199_id2_S3	549	102666	0.005347437321021565
chr17_26188237-26188450	+	untreated	NT_35dpi_114205_id1_S4	581	110454	0.0052601082803701085
chr17_26188237-26188450	+	untreated	NT_35dpi_114205_id4_S5	628	119822	0.005241107643003789
chr17_26188237-26188450	+	untreated	NT_35dpi_114206_id1_S6	537	113438	0.004733863432006912
chr17_83028137-83028343	+	BE39max	BE39max_35dpi_114200_id2_S7	458	124818	0.003669342562771395
chr17_83028137-83028343	+	BE39max	BE39max_35dpi_114202_id2_S9	416	122630	0.003392318356030335
chr17_83028137-83028343	+	BE39max	BE39max_35dpi_114202_id4_S10	447	123791	0.003610924865297154
chr17_83028137-83028343	+	BE39max	BE39max_35dpi_114203_id2_S11	386	115759	0.003334513947079709
