amplicon	strand	treatment	sample	numerator	denominator	edited
chr13_101231637-101231880	+	untreated	NT_100dpi_117907_id3_S3	903	135492	0.006664600123992561
chr13_101231637-101231880	+	untreated	NT_100dpi_117908_id1_S4	852	156184	0.005455104236029299
chr13_101231637-101231880	+	untreated	NT_100dpi_117908_id2_S5	767	151827	0.0050518023803407825
chr13_101231637-101231880	+	untreated	NT_100dpi_117909_id4_S6	903	141561	0.006378875537754043
chr13_114845677-114845838	-	BE39max	BE39max_100dpi_117426_id1_S7	170	47138	0.0036064321778607493
chr13_114845677-114845838	-	BE39max	BE39max_100dpi_117426_id2_S8	207	48412	0.004275799388581344
chr13_114845677-114845838	-	BE39max	BE39max_100dpi_117902_id1_S9	174	42832	0.004062383264848711
chr13_114845677-114845838	-	BE39max	BE39max_100dpi_117902_id3_S10	387	93771	0.004127075535080142
chr13_114845677-114845838	-	BE39max	BE39max_100dpi_117910_id1_S11	230	44891	0.005123521418547147
chr13_114845677-114845838	-	BE39max	BE39max_100dpi_117910_id2_S12	226	44879	0.005035762828940039
chr13_114845677-114845838	-	TadCBEd	TadCBEd_100dpi_117900_id1_S13	133	26191	0.0050780802565766866
chr13_114845677-114845838	-	TadCBEd	TadCBEd_100dpi_117901_id1_S14	105	24718	0.004247916498098552
chr13_114845677-114845838	-	TadCBEd	TadCBEd_100dpi_117901_id3_S16	110	24838	0.0044286979627989375
chr13_114845677-114845838	-	TadCBEd	TadCBEd_100dpi_117904_id1_S17	126	21399	0.005888125613346418
chr13_114845677-114845838	-	TadCBEd	TadCBEd_100dpi_117904_id3_S18	109	25261	0.004314951902141641
chr13_114845677-114845838	-	untreated	NT_100dpi_117907_id1_S1	222	53849	0.004122639231926312
chr13_114845677-114845838	-	untreated	NT_100dpi_117907_id2_S2	178	44787	0.003974367562015763
chr13_114845677-114845838	-	untreated	NT_100dpi_117907_id3_S3	206	47731	0.004315853428589387
chr13_114845677-114845838	-	untreated	NT_100dpi_117908_id1_S4	286	51843	0.00551665605771271
chr13_114845677-114845838	-	untreated	NT_100dpi_117908_id2_S5	186	41989	0.004429731596370478
chr13_114845677-114845838	-	untreated	NT_100dpi_117909_id4_S6	206	40813	0.0050474113640261685
chr13_19925284-19925460	-	BE39max	BE39max_100dpi_117426_id1_S7	189	38810	0.0048698788971914455
chr13_19925284-19925460	-	BE39max	BE39max_100dpi_117426_id2_S8	187	39624	0.00471936200282657
chr13_19925284-19925460	-	BE39max	BE39max_100dpi_117902_id1_S9	189	39051	0.004839824844434202
chr13_19925284-19925460	-	BE39max	BE39max_100dpi_117910_id1_S11	221	40819	0.005414145373478037
chr13_19925284-19925460	-	BE39max	BE39max_100dpi_117910_id2_S12	208	41224	0.00504560450223171
chr13_19925284-19925460	-	TadCBEd	TadCBEd_100dpi_117900_id1_S13	158	24849	0.006358404764779267
chr13_19925284-19925460	-	TadCBEd	TadCBEd_100dpi_117901_id1_S14	127	22771	0.005577269333801765
chr13_19925284-19925460	-	TadCBEd	TadCBEd_100dpi_117901_id3_S16	117	22290	0.005248990578734859
chr13_19925284-19925460	-	TadCBEd	TadCBEd_100dpi_117904_id1_S17	103	19589	0.005258052988922355
chr13_19925284-19925460	-	TadCBEd	TadCBEd_100dpi_117904_id3_S18	99	20633	0.00479813890369796
chr13_19925284-19925460	-	untreated	NT_100dpi_117907_id1_S1	152	47998	0.0031667986166090253
chr13_19925284-19925460	-	untreated	NT_100dpi_117907_id2_S2	190	38919	0.004881934273748041
chr13_19925284-19925460	-	untreated	NT_100dpi_117907_id3_S3	171	40898	0.004181133551762923
chr13_19925284-19925460	-	untreated	NT_100dpi_117908_id1_S4	250	46293	0.0054003845073769255
chr13_19925284-19925460	-	untreated	NT_100dpi_117908_id2_S5	184	36136	0.005091875138366172
chr13_19925284-19925460	-	untreated	NT_100dpi_117909_id4_S6	231	37171	0.006214522073659573
chr13_49075601-49075797	-	BE39max	BE39max_100dpi_117426_id1_S7	436	92736	0.00470151828847481
chr13_49075601-49075797	-	BE39max	BE39max_100dpi_117426_id2_S8	456	95169	0.004791476215994704
chr13_49075601-49075797	-	BE39max	BE39max_100dpi_117902_id1_S9	422	87460	0.004825062885890693
chr13_49075601-49075797	-	BE39max	BE39max_100dpi_117902_id3_S10	808	167863	0.004813449062628453
chr13_49075601-49075797	-	BE39max	BE39max_100dpi_117910_id1_S11	440	97052	0.004533652062811689
chr13_49075601-49075797	-	BE39max	BE39max_100dpi_117910_id2_S12	384	86306	0.004449285101846917
chr13_49075601-49075797	-	TadCBEd	TadCBEd_100dpi_117900_id1_S13	181	47530	0.0038081211866189775
chr13_49075601-49075797	-	TadCBEd	TadCBEd_100dpi_117901_id1_S14	235	47488	0.00494861859838275
chr13_49075601-49075797	-	TadCBEd	TadCBEd_100dpi_117901_id3_S16	206	45259	0.004551580901036258
chr13_49075601-49075797	-	TadCBEd	TadCBEd_100dpi_117904_id1_S17	197	45032	0.004374666903535264
chr13_49075601-49075797	-	TadCBEd	TadCBEd_100dpi_117904_id3_S18	185	48985	0.003776666326426457
chr13_49075601-49075797	-	untreated	NT_100dpi_117907_id1_S1	291	77181	0.003770357989660668
chr13_49075601-49075797	-	untreated	NT_100dpi_117907_id2_S2	409	79923	0.005117425522064988
chr13_49075601-49075797	-	untreated	NT_100dpi_117907_id3_S3	399	84967	0.004695940777007544
chr13_49075601-49075797	-	untreated	NT_100dpi_117908_id1_S4	440	97679	0.004504550619887591
chr13_49075601-49075797	-	untreated	NT_100dpi_117908_id2_S5	340	89905	0.0037817696457371672
chr13_49075601-49075797	-	untreated	NT_100dpi_117909_id4_S6	368	81616	0.004508919819643208
chr13_57485880-57486118	-	BE39max	BE39max_100dpi_117426_id1_S7	896	82063	0.010918440710186076
chr13_57485880-57486118	-	BE39max	BE39max_100dpi_117426_id2_S8	957	90008	0.010632388232157142
chr13_57485880-57486118	-	BE39max	BE39max_100dpi_117902_id1_S9	789	80210	0.009836678718364293
chr13_57485880-57486118	-	BE39max	BE39max_100dpi_117902_id3_S10	1542	149351	0.010324671411641034
chr13_57485880-57486118	-	BE39max	BE39max_100dpi_117910_id1_S11	825	87788	0.009397639768533285
chr13_57485880-57486118	-	BE39max	BE39max_100dpi_117910_id2_S12	871	73215	0.01189646930273851
chr13_57485880-57486118	-	TadCBEd	TadCBEd_100dpi_117900_id1_S13	443	42914	0.010322971524444237
chr13_57485880-57486118	-	TadCBEd	TadCBEd_100dpi_117901_id1_S14	448	42265	0.010599787057849284
chr13_57485880-57486118	-	TadCBEd	TadCBEd_100dpi_117901_id3_S16	390	39284	0.009927705936259038
chr13_57485880-57486118	-	TadCBEd	TadCBEd_100dpi_117904_id1_S17	469	40052	0.01170977728952362
chr13_57485880-57486118	-	TadCBEd	TadCBEd_100dpi_117904_id3_S18	505	42230	0.011958323466729813
chr13_57485880-57486118	-	untreated	NT_100dpi_117907_id1_S1	211	22229	0.00949210490800306
chr13_57485880-57486118	-	untreated	NT_100dpi_117907_id2_S2	699	61758	0.011318371708928398
chr13_57485880-57486118	-	untreated	NT_100dpi_117907_id3_S3	846	74402	0.011370662078976372
chr13_57485880-57486118	-	untreated	NT_100dpi_117908_id1_S4	811	78430	0.010340430957541757
chr13_57485880-57486118	-	untreated	NT_100dpi_117908_id2_S5	800	75471	0.01060009805090697
chr13_57485880-57486118	-	untreated	NT_100dpi_117909_id4_S6	780	70767	0.011022086565772181
chr14_121266229-121266428	+	BE39max	BE39max_100dpi_117426_id1_S7	538	113426	0.0047431805758820725
chr14_121266229-121266428	+	BE39max	BE39max_100dpi_117426_id2_S8	457	105845	0.004317634276536445
chr14_121266229-121266428	+	BE39max	BE39max_100dpi_117902_id1_S9	415	91228	0.004549041960801508
chr14_121266229-121266428	+	BE39max	BE39max_100dpi_117910_id1_S11	349	92361	0.0037786511622871126
chr14_121266229-121266428	+	BE39max	BE39max_100dpi_117910_id2_S12	343	81963	0.004184815099496114
chr14_121266229-121266428	+	TadCBEd	TadCBEd_100dpi_117900_id1_S13	207	48090	0.004304429195258889
chr14_121266229-121266428	+	TadCBEd	TadCBEd_100dpi_117901_id1_S14	185	45726	0.004045838253947426
chr14_121266229-121266428	+	TadCBEd	TadCBEd_100dpi_117901_id3_S16	180	40548	0.004439183190292986
chr14_121266229-121266428	+	TadCBEd	TadCBEd_100dpi_117904_id1_S17	222	42106	0.005272407732864675
chr14_121266229-121266428	+	TadCBEd	TadCBEd_100dpi_117904_id3_S18	253	46687	0.005419067406344379
chr14_121266229-121266428	+	untreated	NT_100dpi_117907_id1_S1	297	76399	0.003887485438291077
chr14_121266229-121266428	+	untreated	NT_100dpi_117907_id2_S2	365	75156	0.004856565011442866
chr14_121266229-121266428	+	untreated	NT_100dpi_117907_id3_S3	443	84193	0.005261720095494875
chr14_121266229-121266428	+	untreated	NT_100dpi_117908_id1_S4	428	84856	0.0050438389742622795
chr14_121266229-121266428	+	untreated	NT_100dpi_117908_id2_S5	492	86159	0.00571037268306271
chr14_121266229-121266428	+	untreated	NT_100dpi_117909_id4_S6	355	77364	0.004588697585440256
chr14_30163835-30164015	+	BE39max	BE39max_100dpi_117426_id1_S7	634	35988	0.017616983438924087
chr14_30163835-30164015	+	BE39max	BE39max_100dpi_117426_id2_S8	559	39136	0.0142835241210139
chr14_30163835-30164015	+	BE39max	BE39max_100dpi_117902_id1_S9	229	34763	0.0065874636826510945
chr14_30163835-30164015	+	BE39max	BE39max_100dpi_117902_id3_S10	383	70645	0.00542147356500814
chr14_30163835-30164015	+	BE39max	BE39max_100dpi_117910_id1_S11	533	37641	0.014160091389708031
chr14_30163835-30164015	+	BE39max	BE39max_100dpi_117910_id2_S12	284	35913	0.00790799988861972
chr14_30163835-30164015	+	TadCBEd	TadCBEd_100dpi_117900_id1_S13	980	18653	0.052538465662359944
chr14_30163835-30164015	+	TadCBEd	TadCBEd_100dpi_117901_id1_S14	1620	20158	0.08036511558686378
chr14_30163835-30164015	+	TadCBEd	TadCBEd_100dpi_117901_id3_S16	2006	18081	0.11094519108456391
chr14_30163835-30164015	+	TadCBEd	TadCBEd_100dpi_117904_id1_S17	1221	18317	0.06665938745427745
chr14_30163835-30164015	+	TadCBEd	TadCBEd_100dpi_117904_id3_S18	1806	19212	0.09400374765771392
chr14_30163835-30164015	+	untreated	NT_100dpi_117907_id1_S1	146	35396	0.004124759859871172
chr14_30163835-30164015	+	untreated	NT_100dpi_117907_id2_S2	170	34416	0.004939562993956299
chr14_30163835-30164015	+	untreated	NT_100dpi_117907_id3_S3	167	37797	0.004418340079900521
chr14_30163835-30164015	+	untreated	NT_100dpi_117908_id1_S4	216	41486	0.005206575712288483
chr14_30163835-30164015	+	untreated	NT_100dpi_117908_id2_S5	183	35626	0.005136697917251446
chr14_30163835-30164015	+	untreated	NT_100dpi_117909_id4_S6	382	36996	0.010325440588171694
chr14_66727709-66727933	-	BE39max	BE39max_100dpi_117426_id1_S7	763	81522	0.009359436716469174
chr14_66727709-66727933	-	BE39max	BE39max_100dpi_117426_id2_S8	935	96834	0.009655699444410021
chr14_66727709-66727933	-	BE39max	BE39max_100dpi_117902_id1_S9	969	94789	0.010222705166211269
chr14_66727709-66727933	-	BE39max	BE39max_100dpi_117902_id3_S10	1838	170021	0.010810429299910012
chr14_66727709-66727933	-	BE39max	BE39max_100dpi_117910_id1_S11	1116	107187	0.010411710375325366
chr14_66727709-66727933	-	BE39max	BE39max_100dpi_117910_id2_S12	966	93886	0.0102890739833415
chr14_66727709-66727933	-	TadCBEd	TadCBEd_100dpi_117900_id1_S13	511	49593	0.010303873530538583
chr14_66727709-66727933	-	TadCBEd	TadCBEd_100dpi_117901_id1_S14	526	49431	0.010641095668709919
chr14_66727709-66727933	-	TadCBEd	TadCBEd_100dpi_117901_id3_S16	502	46756	0.010736589956369237
chr14_66727709-66727933	-	TadCBEd	TadCBEd_100dpi_117904_id1_S17	531	45733	0.011610871799357138
chr14_66727709-66727933	-	TadCBEd	TadCBEd_100dpi_117904_id3_S18	418	45843	0.009118076914687084
chr14_66727709-66727933	-	untreated	NT_100dpi_117907_id1_S1	578	67967	0.008504127002810188
chr14_66727709-66727933	-	untreated	NT_100dpi_117907_id2_S2	778	77637	0.010020995144067906
chr14_66727709-66727933	-	untreated	NT_100dpi_117907_id3_S3	952	90053	0.01057155230808524
chr14_66727709-66727933	-	untreated	NT_100dpi_117908_id1_S4	984	92901	0.010591920431427003
chr14_66727709-66727933	-	untreated	NT_100dpi_117908_id2_S5	909	85964	0.01057419384858778
chr14_66727709-66727933	-	untreated	NT_100dpi_117909_id4_S6	976	97065	0.010055117704630917
chr15_102144498-102144674	-	BE39max	BE39max_100dpi_117426_id1_S7	25	4720	0.005296610169491525
chr15_102144498-102144674	-	BE39max	BE39max_100dpi_117426_id2_S8	19	3804	0.004994742376445847
chr15_102144498-102144674	-	BE39max	BE39max_100dpi_117902_id1_S9	16	3342	0.0047875523638539795
chr15_102144498-102144674	-	BE39max	BE39max_100dpi_117902_id3_S10	28	7443	0.0037619239553943304
chr15_102144498-102144674	-	BE39max	BE39max_100dpi_117910_id1_S11	34	3540	0.0096045197740113
chr15_102144498-102144674	-	BE39max	BE39max_100dpi_117910_id2_S12	11	2498	0.004403522818254604
chr15_102144498-102144674	-	TadCBEd	TadCBEd_100dpi_117900_id1_S13	16	2108	0.007590132827324478
chr15_102144498-102144674	-	TadCBEd	TadCBEd_100dpi_117901_id1_S14	13	1639	0.007931665649786455
chr15_102144498-102144674	-	TadCBEd	TadCBEd_100dpi_117901_id3_S16	13	1319	0.009855951478392721
chr15_102144498-102144674	-	TadCBEd	TadCBEd_100dpi_117904_id1_S17	13	1457	0.008922443376801648
chr15_102144498-102144674	-	TadCBEd	TadCBEd_100dpi_117904_id3_S18	9	1566	0.005747126436781609
chr15_102144498-102144674	-	untreated	NT_100dpi_117907_id1_S1	20	4455	0.004489337822671156
chr15_102144498-102144674	-	untreated	NT_100dpi_117907_id2_S2	21	3331	0.006304413089162414
chr15_102144498-102144674	-	untreated	NT_100dpi_117907_id3_S3	18	3644	0.004939626783754116
chr15_102144498-102144674	-	untreated	NT_100dpi_117908_id1_S4	23	3843	0.0059849076242518865
chr15_102144498-102144674	-	untreated	NT_100dpi_117908_id2_S5	53	3660	0.01448087431693989
chr15_102144498-102144674	-	untreated	NT_100dpi_117909_id4_S6	22	3015	0.007296849087893864
chr15_12232312-12232478	+	BE39max	BE39max_100dpi_117426_id1_S7	119	25640	0.004641185647425897
chr15_12232312-12232478	+	BE39max	BE39max_100dpi_117426_id2_S8	124	25473	0.004867899344403879
chr15_12232312-12232478	+	BE39max	BE39max_100dpi_117902_id1_S9	108	23706	0.004555808656036446
chr15_12232312-12232478	+	BE39max	BE39max_100dpi_117902_id3_S10	225	48915	0.004599816007359705
chr15_12232312-12232478	+	BE39max	BE39max_100dpi_117910_id1_S11	80	24452	0.0032717160150498937
chr15_12232312-12232478	+	BE39max	BE39max_100dpi_117910_id2_S12	72	19762	0.003643355935634045
chr15_12232312-12232478	+	TadCBEd	TadCBEd_100dpi_117900_id1_S13	68	15038	0.004521877909296449
chr15_12232312-12232478	+	TadCBEd	TadCBEd_100dpi_117901_id1_S14	56	12456	0.00449582530507386
chr15_12232312-12232478	+	TadCBEd	TadCBEd_100dpi_117901_id3_S16	54	13120	0.0041158536585365856
chr15_12232312-12232478	+	TadCBEd	TadCBEd_100dpi_117904_id1_S17	45	11599	0.0038796447969652557
chr15_12232312-12232478	+	TadCBEd	TadCBEd_100dpi_117904_id3_S18	55	11742	0.004684040197581332
chr15_12232312-12232478	+	untreated	NT_100dpi_117907_id1_S1	108	30978	0.003486345148169669
chr15_12232312-12232478	+	untreated	NT_100dpi_117907_id2_S2	109	25132	0.004337100111411746
chr15_12232312-12232478	+	untreated	NT_100dpi_117907_id3_S3	96	26585	0.003611058867782584
chr15_12232312-12232478	+	untreated	NT_100dpi_117908_id1_S4	125	29209	0.004279502892943956
chr15_12232312-12232478	+	untreated	NT_100dpi_117908_id2_S5	143	27753	0.005152596115735236
chr15_12232312-12232478	+	untreated	NT_100dpi_117909_id4_S6	105	24079	0.0043606462062378
chr15_18445087-18445268	+	BE39max	BE39max_100dpi_117426_id1_S7	282	12412	0.022719948436996457
chr15_18445087-18445268	+	BE39max	BE39max_100dpi_117426_id2_S8	306	12556	0.02437081873208028
chr15_18445087-18445268	+	BE39max	BE39max_100dpi_117902_id1_S9	257	10764	0.023875882571534744
chr15_18445087-18445268	+	BE39max	BE39max_100dpi_117902_id3_S10	560	24436	0.02291700769356687
chr15_18445087-18445268	+	BE39max	BE39max_100dpi_117910_id1_S11	261	13991	0.018654849546136804
chr15_18445087-18445268	+	BE39max	BE39max_100dpi_117910_id2_S12	188	11610	0.01619293712316968
chr15_18445087-18445268	+	TadCBEd	TadCBEd_100dpi_117900_id1_S13	184	7344	0.02505446623093682
chr15_18445087-18445268	+	TadCBEd	TadCBEd_100dpi_117901_id1_S14	157	7148	0.021964185786233912
chr15_18445087-18445268	+	TadCBEd	TadCBEd_100dpi_117901_id3_S16	70	4823	0.01451378809869376
chr15_18445087-18445268	+	TadCBEd	TadCBEd_100dpi_117904_id1_S17	132	6073	0.021735550798616828
chr15_18445087-18445268	+	TadCBEd	TadCBEd_100dpi_117904_id3_S18	98	5920	0.016554054054054055
chr15_18445087-18445268	+	untreated	NT_100dpi_117907_id1_S1	650	15582	0.04171479912719805
chr15_18445087-18445268	+	untreated	NT_100dpi_117907_id2_S2	438	13458	0.032545697726259475
chr15_18445087-18445268	+	untreated	NT_100dpi_117907_id3_S3	367	13969	0.026272460448135155
chr15_18445087-18445268	+	untreated	NT_100dpi_117908_id1_S4	303	14576	0.020787596048298572
chr15_18445087-18445268	+	untreated	NT_100dpi_117908_id2_S5	232	11104	0.02089337175792507
chr15_18445087-18445268	+	untreated	NT_100dpi_117909_id4_S6	240	13503	0.01777382803821373
chr15_31592214-31592380	+	BE39max	BE39max_100dpi_117426_id1_S7	152	28396	0.005352866600929708
chr15_31592214-31592380	+	BE39max	BE39max_100dpi_117426_id2_S8	175	31639	0.005531148266380101
chr15_31592214-31592380	+	BE39max	BE39max_100dpi_117902_id1_S9	186	29859	0.0062292776047422884
chr15_31592214-31592380	+	BE39max	BE39max_100dpi_117910_id1_S11	175	31332	0.005585344057193923
chr15_31592214-31592380	+	BE39max	BE39max_100dpi_117910_id2_S12	143	29411	0.004862126415286798
chr15_31592214-31592380	+	TadCBEd	TadCBEd_100dpi_117900_id1_S13	54	13185	0.004095563139931741
chr15_31592214-31592380	+	TadCBEd	TadCBEd_100dpi_117901_id1_S14	79	15276	0.005171510866719037
chr15_31592214-31592380	+	TadCBEd	TadCBEd_100dpi_117901_id3_S16	79	15281	0.005169818729140763
chr15_31592214-31592380	+	TadCBEd	TadCBEd_100dpi_117904_id1_S17	64	14364	0.004455583402951824
chr15_31592214-31592380	+	TadCBEd	TadCBEd_100dpi_117904_id3_S18	103	16071	0.006409059797150146
chr15_31592214-31592380	+	untreated	NT_100dpi_117907_id1_S1	101	23959	0.004215534872073125
chr15_31592214-31592380	+	untreated	NT_100dpi_117907_id2_S2	127	24882	0.005104091310987863
chr15_31592214-31592380	+	untreated	NT_100dpi_117907_id3_S3	159	27856	0.005707926479035038
chr15_31592214-31592380	+	untreated	NT_100dpi_117908_id1_S4	167	33002	0.005060299375795406
chr15_31592214-31592380	+	untreated	NT_100dpi_117908_id2_S5	178	29610	0.006011482607227288
chr15_31592214-31592380	+	untreated	NT_100dpi_117909_id4_S6	132	26620	0.0049586776859504135
chr15_96911609-96911784	+	BE39max	BE39max_100dpi_117426_id1_S7	13	1963	0.006622516556291391
chr15_96911609-96911784	+	BE39max	BE39max_100dpi_117426_id2_S8	16	2231	0.007171671896010758
chr15_96911609-96911784	+	BE39max	BE39max_100dpi_117902_id1_S9	9	1816	0.004955947136563877
chr15_96911609-96911784	+	BE39max	BE39max_100dpi_117902_id3_S10	27	4604	0.0058644656820156385
chr15_96911609-96911784	+	BE39max	BE39max_100dpi_117910_id1_S11	13	2320	0.005603448275862069
chr15_96911609-96911784	+	BE39max	BE39max_100dpi_117910_id2_S12	4	1484	0.0026954177897574125
chr15_96911609-96911784	+	TadCBEd	TadCBEd_100dpi_117900_id1_S13	15	1637	0.00916310323762981
chr15_96911609-96911784	+	TadCBEd	TadCBEd_100dpi_117901_id1_S14	11	1459	0.0075394105551747775
chr15_96911609-96911784	+	TadCBEd	TadCBEd_100dpi_117904_id1_S17	5	1104	0.004528985507246377
chr15_96911609-96911784	+	TadCBEd	TadCBEd_100dpi_117904_id3_S18	8	1091	0.007332722273143905
chr15_96911609-96911784	+	untreated	NT_100dpi_117907_id1_S1	36	7836	0.004594180704441042
chr15_96911609-96911784	+	untreated	NT_100dpi_117907_id2_S2	23	3891	0.005911076843998972
chr15_96911609-96911784	+	untreated	NT_100dpi_117907_id3_S3	12	2718	0.004415011037527594
chr15_96911609-96911784	+	untreated	NT_100dpi_117908_id1_S4	36	2432	0.014802631578947368
chr15_96911609-96911784	+	untreated	NT_100dpi_117908_id2_S5	19	2373	0.008006742520016857
chr15_96911609-96911784	+	untreated	NT_100dpi_117909_id4_S6	8	1612	0.004962779156327543
chr16_10865109-10865273	-	BE39max	BE39max_100dpi_117426_id1_S7	29	5951	0.00487313056629138
chr16_10865109-10865273	-	BE39max	BE39max_100dpi_117426_id2_S8	23	4599	0.0050010871928680145
chr16_10865109-10865273	-	BE39max	BE39max_100dpi_117902_id1_S9	18	3471	0.005185825410544511
chr16_10865109-10865273	-	BE39max	BE39max_100dpi_117902_id3_S10	32	7086	0.004515946937623483
chr16_10865109-10865273	-	BE39max	BE39max_100dpi_117910_id1_S11	14	3358	0.004169148302561048
chr16_10865109-10865273	-	BE39max	BE39max_100dpi_117910_id2_S12	10	2364	0.004230118443316413
chr16_10865109-10865273	-	TadCBEd	TadCBEd_100dpi_117900_id1_S13	10	2535	0.0039447731755424065
chr16_10865109-10865273	-	TadCBEd	TadCBEd_100dpi_117901_id1_S14	9	1679	0.005360333531864205
chr16_10865109-10865273	-	TadCBEd	TadCBEd_100dpi_117901_id3_S16	9	1125	0.008
chr16_10865109-10865273	-	TadCBEd	TadCBEd_100dpi_117904_id1_S17	8	1577	0.0050729232720355105
chr16_10865109-10865273	-	TadCBEd	TadCBEd_100dpi_117904_id3_S18	11	1670	0.006586826347305389
chr16_10865109-10865273	-	untreated	NT_100dpi_117907_id1_S1	17	5323	0.0031936877700544804
chr16_10865109-10865273	-	untreated	NT_100dpi_117907_id2_S2	28	4033	0.006942722539052815
chr16_10865109-10865273	-	untreated	NT_100dpi_117907_id3_S3	23	4102	0.00560702096538274
chr16_10865109-10865273	-	untreated	NT_100dpi_117908_id1_S4	28	3555	0.007876230661040788
chr16_10865109-10865273	-	untreated	NT_100dpi_117908_id2_S5	15	3363	0.0044603033006244425
chr16_10865109-10865273	-	untreated	NT_100dpi_117909_id4_S6	20	2667	0.0074990626171728535
chr16_38605005-38605248	-	BE39max	BE39max_100dpi_117426_id1_S7	550	60650	0.009068425391591096
chr16_38605005-38605248	-	BE39max	BE39max_100dpi_117426_id2_S8	706	67260	0.010496580434136187
chr16_38605005-38605248	-	BE39max	BE39max_100dpi_117902_id1_S9	583	61957	0.009409751924721984
chr16_38605005-38605248	-	BE39max	BE39max_100dpi_117902_id3_S10	1206	118905	0.010142550775829444
chr16_38605005-38605248	-	BE39max	BE39max_100dpi_117910_id1_S11	696	67092	0.010373815059917725
chr16_38605005-38605248	-	BE39max	BE39max_100dpi_117910_id2_S12	673	61694	0.010908678315557429
chr16_38605005-38605248	-	TadCBEd	TadCBEd_100dpi_117900_id1_S13	281	29014	0.009684979664989315
chr16_38605005-38605248	-	TadCBEd	TadCBEd_100dpi_117901_id1_S14	336	33370	0.010068924183398262
chr16_38605005-38605248	-	TadCBEd	TadCBEd_100dpi_117901_id3_S16	370	32577	0.01135770635724591
chr16_38605005-38605248	-	TadCBEd	TadCBEd_100dpi_117904_id1_S17	323	30310	0.010656548993731441
chr16_38605005-38605248	-	TadCBEd	TadCBEd_100dpi_117904_id3_S18	323	32248	0.010016125031009675
chr16_38605005-38605248	-	untreated	NT_100dpi_117907_id1_S1	349	35764	0.009758416284531932
chr16_38605005-38605248	-	untreated	NT_100dpi_117907_id2_S2	543	52007	0.01044090218624416
chr16_38605005-38605248	-	untreated	NT_100dpi_117907_id3_S3	527	56042	0.009403661539559616
chr16_38605005-38605248	-	untreated	NT_100dpi_117908_id1_S4	675	60569	0.011144314748468689
chr16_38605005-38605248	-	untreated	NT_100dpi_117908_id2_S5	651	63040	0.010326776649746194
chr16_38605005-38605248	-	untreated	NT_100dpi_117909_id4_S6	588	59137	0.009943013680098754
chr16_94493928-94494090	-	BE39max	BE39max_100dpi_117426_id1_S7	88	22441	0.003921393877278196
chr16_94493928-94494090	-	BE39max	BE39max_100dpi_117426_id2_S8	124	22255	0.005571781622107391
chr16_94493928-94494090	-	BE39max	BE39max_100dpi_117902_id1_S9	157	20842	0.007532866327607715
chr16_94493928-94494090	-	BE39max	BE39max_100dpi_117902_id3_S10	272	45528	0.005974345457740292
chr16_94493928-94494090	-	BE39max	BE39max_100dpi_117910_id1_S11	175	23973	0.007299879030576065
chr16_94493928-94494090	-	BE39max	BE39max_100dpi_117910_id2_S12	120	23209	0.005170408031367142
chr16_94493928-94494090	-	TadCBEd	TadCBEd_100dpi_117900_id1_S13	58	12481	0.004647063536575595
chr16_94493928-94494090	-	TadCBEd	TadCBEd_100dpi_117901_id1_S14	63	12921	0.00487578360807987
chr16_94493928-94494090	-	TadCBEd	TadCBEd_100dpi_117901_id3_S16	63	12842	0.004905777916212428
chr16_94493928-94494090	-	TadCBEd	TadCBEd_100dpi_117904_id1_S17	70	11018	0.0063532401524777635
chr16_94493928-94494090	-	TadCBEd	TadCBEd_100dpi_117904_id3_S18	40	11442	0.0034958923265163435
chr16_94493928-94494090	-	untreated	NT_100dpi_117907_id1_S1	118	23904	0.004936412315930388
chr16_94493928-94494090	-	untreated	NT_100dpi_117907_id2_S2	118	21696	0.005438790560471977
chr16_94493928-94494090	-	untreated	NT_100dpi_117907_id3_S3	111	24006	0.004623844038990252
chr16_94493928-94494090	-	untreated	NT_100dpi_117908_id1_S4	137	26024	0.005264371349523516
chr16_94493928-94494090	-	untreated	NT_100dpi_117908_id2_S5	82	22857	0.003587522422015138
chr16_94493928-94494090	-	untreated	NT_100dpi_117909_id4_S6	121	23379	0.005175584926643569
chr17_22031830-22032058	-	BE39max	BE39max_100dpi_117426_id1_S7	5886	66681	0.08827102173032798
chr17_22031830-22032058	-	BE39max	BE39max_100dpi_117426_id2_S8	5449	56629	0.09622278337954052
chr17_22031830-22032058	-	BE39max	BE39max_100dpi_117902_id1_S9	5158	64269	0.08025642222533415
chr17_22031830-22032058	-	BE39max	BE39max_100dpi_117902_id3_S10	9926	122662	0.08092155679835646
chr17_22031830-22032058	-	BE39max	BE39max_100dpi_117910_id1_S11	6959	80562	0.08638067575283633
chr17_22031830-22032058	-	BE39max	BE39max_100dpi_117910_id2_S12	4619	64501	0.0716112928481729
chr17_22031830-22032058	-	TadCBEd	TadCBEd_100dpi_117900_id1_S13	4815	46040	0.10458297132927889
chr17_22031830-22032058	-	TadCBEd	TadCBEd_100dpi_117901_id1_S14	3026	36296	0.08337006832708839
chr17_22031830-22032058	-	TadCBEd	TadCBEd_100dpi_117901_id3_S16	1844	31726	0.05812267540818256
chr17_22031830-22032058	-	TadCBEd	TadCBEd_100dpi_117904_id1_S17	2676	33061	0.08094129034209492
chr17_22031830-22032058	-	TadCBEd	TadCBEd_100dpi_117904_id3_S18	2790	34713	0.08037334716100596
chr17_22031830-22032058	-	untreated	NT_100dpi_117907_id1_S1	6474	60752	0.10656439294179615
